n; comparisons; ; ; ; ; ; ; ; ; ; swaps; ; ; ; ; ; ; ; ; ; duration;
8600; 18580054; 18508889; 18722695; 18197727; 18622831; 18481886; 18509276; 18588742; 18588244; 18568467; 18571455; 18500290; 18714096; 18189128; 18614232; 18473287; 18500677; 18580143; 18579645; 18559868; 0,063999; 0,046458; 0,049832; 0,049499; 0,062524; 0,053483; 0,046867; 0,055851; 0,060181; 0,051239; 
8700; 18944292; 18778095; 18863548; 18913618; 19131013; 18670462; 19087312; 18950081; 19015912; 19036743; 18935593; 18769396; 18854849; 18904919; 19122314; 18661763; 19078613; 18941382; 19007213; 19028044; 0,064021; 0,054949; 0,046854; 0,066934; 0,054579; 0,052378; 0,062319; 0,051539; 0,052444; 0,060936; 
8800; 19230418; 19163212; 19466818; 19105859; 19404924; 19629651; 19221047; 19374628; 19296457; 19312597; 19221619; 19154413; 19458019; 19097060; 19396125; 19620852; 19212248; 19365829; 19287658; 19303798; 0,065044; 0,059663; 0,052525; 0,052411; 0,062814; 0,060186; 0,054652; 0,060641; 0,054849; 0,052307; 
8900; 19789630; 20005202; 19660044; 19647569; 19939933; 19910979; 19788549; 19571615; 19888091; 19578711; 19780731; 19996303; 19651145; 19638670; 19931034; 19902080; 19779650; 19562716; 19879192; 19569812; 0,066999; 0,049879; 0,062580; 0,057607; 0,054101; 0,063045; 0,052345; 0,060808; 0,054573; 0,062922; 
9000; 20365897; 20152368; 20298919; 20256474; 20216356; 20221682; 20352388; 20128175; 20236092; 20427571; 20356898; 20143369; 20289920; 20247475; 20207357; 20212683; 20343389; 20119176; 20227093; 20418572; 0,068999; 0,050067; 0,068031; 0,058860; 0,054864; 0,060898; 0,054780; 0,062999; 0,060602; 0,054718; 
9100; 20907237; 20646784; 20863798; 20741193; 20584886; 20618719; 20665476; 20414187; 20897684; 20701009; 20898138; 20637685; 20854699; 20732094; 20575787; 20609620; 20656377; 20405088; 20888585; 20691910; 0,069343; 0,063992; 0,063012; 0,046937; 0,066345; 0,062914; 0,062811; 0,063046; 0,060737; 0,054844; 
9200; 20924533; 21090924; 21087798; 21211456; 21200671; 21098003; 21336645; 21368471; 21292943; 21066163; 20915334; 21081725; 21078599; 21202257; 21191472; 21088804; 21327446; 21359272; 21283744; 21056964; 0,070998; 0,052801; 0,062479; 0,059996; 0,066398; 0,062949; 0,062894; 0,062955; 0,063054; 0,062173; 
9300; 21383893; 21743123; 21605929; 21430169; 21568790; 21617578; 21500979; 21468534; 21521030; 21673904; 21374594; 21733824; 21596630; 21420870; 21559491; 21608279; 21491680; 21459235; 21511731; 21664605; 0,073066; 0,051709; 0,075056; 0,062931; 0,063002; 0,063005; 0,062406; 0,063009; 0,062895; 0,062899; 
9400; 22163311; 22028638; 22085665; 22265092; 22003250; 22044797; 21937599; 22189220; 22275064; 22220843; 22153912; 22019239; 22076266; 22255693; 21993851; 22035398; 21928200; 22179821; 22265665; 22211444; 0,077060; 0,064956; 0,062779; 0,069752; 0,063299; 0,061676; 0,061163; 0,061081; 0,060913; 0,060876; 
9500; 22614653; 22710715; 22777668; 22722425; 22702485; 22485800; 22722033; 22602549; 22853246; 22476851; 22605154; 22701216; 22768169; 22712926; 22692986; 22476301; 22712534; 22593050; 22843747; 22467352; 0,072998; 0,066410; 0,070367; 0,063056; 0,063159; 0,071240; 0,064734; 0,061310; 0,061253; 0,072861; 
9600; 23018673; 22894288; 22974523; 22976491; 22985902; 22936429; 22920371; 23109689; 23072892; 23241473; 23009074; 22884689; 22964924; 22966892; 22976303; 22926830; 22910772; 23100090; 23063293; 23231874; 0,077154; 0,060738; 0,066318; 0,073530; 0,062917; 0,073367; 0,062818; 0,073023; 0,062881; 0,065355; 
9700; 23566454; 23532717; 23664237; 23462431; 23476395; 23624961; 23725702; 23493127; 23697507; 23644031; 23556755; 23523018; 23654538; 23452732; 23466696; 23615262; 23716003; 23483428; 23687808; 23634332; 0,079029; 0,053572; 0,078547; 0,062835; 0,069024; 0,062499; 0,064144; 0,071289; 0,060901; 0,071053; 
9800; 23931155; 24147238; 23601036; 23992879; 24080326; 24338788; 24081208; 24141743; 23881232; 23857383; 23921356; 24137439; 23591237; 23983080; 24070527; 24328989; 24071409; 24131944; 23871433; 23847584; 0,079053; 0,076138; 0,065148; 0,073652; 0,071367; 0,072899; 0,088186; 0,084686; 0,079184; 0,069348; 
9900; 24674907; 24412610; 24509367; 24790872; 24422495; 24438221; 24498861; 24621816; 24735745; 24636089; 24665008; 24402711; 24499468; 24780973; 24412596; 24428322; 24488962; 24611917; 24725846; 24626190; 0,079051; 0,059582; 0,071157; 0,063295; 0,063017; 0,071217; 0,071866; 0,072283; 0,072896; 0,073601; 
10000; 25122440; 24982065; 25104529; 25119448; 25136399; 24829889; 25075846; 25100628; 24606756; 25100666; 25112441; 24972066; 25094530; 25109449; 25126400; 24819890; 25065847; 25090629; 24596757; 25090667; 0,084178; 0,060794; 0,069160; 0,084555; 0,065443; 0,073609; 0,073650; 0,076982; 0,068690; 0,078394; 
